Labels,MFCC Features
0,[-586.6602 -586.6602 -586.6602 ...    0.        0.        0.    ]
0,[-579.7231 -579.7231 -579.7231 ...    0.        0.        0.    ]
0,[-580.8797 -580.8797 -580.8797 ...    0.        0.        0.    ]
0,[-571.449 -571.449 -571.449 ...    0.       0.       0.   ]
0,[-581.88586 -581.88586 -581.88586 ...    0.         0.         0.     ]
0,[-547.5753 -547.5753 -547.5753 ...    0.        0.        0.    ]
0,[-612.7541 -612.7541 -612.7541 ...    0.        0.        0.    ]
0,[-634.61926 -634.61926 -634.5775  ...    0.         0.         0.     ]
0,[-634.6457 -634.6457 -634.579  ...    0.        0.        0.    ]
0,[-624.7186 -624.7186 -624.7186 ...    0.        0.        0.    ]
0,[-565.9904  -526.5948  -505.10422 ...    0.         0.         0.     ]
0,[-591.2633 -575.6841 -576.8454 ...    0.        0.        0.    ]
0,[-604.75806 -566.3882  -560.61786 ...    0.         0.         0.     ]
0,[-619.8743 -612.9747 -609.2177 ...    0.        0.        0.    ]
0,[-632.0169  -626.43335 -620.0538  ...    0.         0.         0.     ]
0,[-586.10034 -580.5536  -591.40106 ...    0.         0.         0.     ]
0,[-606.7284 -601.9586 -600.2557 ...    0.        0.        0.    ]
0,[-617.39575 -617.39575 -617.39575 ...    0.         0.         0.     ]
0,[-616.3536 -616.3536 -616.3536 ...    0.        0.        0.    ]
0,[-629.1063 -629.1063 -629.1063 ...    0.        0.        0.    ]
0,[-622.28143 -622.28143 -622.28143 ...    0.         0.         0.     ]
0,[-637.54767 -637.54767 -637.54767 ...    0.         0.         0.     ]
0,[-632.03766 -632.03766 -632.03766 ...    0.         0.         0.     ]
0,[-675.08215 -675.08215 -675.08215 ...    0.         0.         0.     ]
0,[-671.0078 -671.0078 -671.0078 ...    0.        0.        0.    ]
0,[-701.1245 -701.1245 -701.1245 ...    0.        0.        0.    ]
0,[-684.7803 -684.7803 -684.7803 ...    0.        0.        0.    ]
0,[-695.3608 -695.3608 -695.3608 ...    0.        0.        0.    ]
0,[-702.10974 -702.10974 -702.10974 ...    0.         0.         0.     ]
0,[-676.27295 -672.45483 -654.8207  ...    0.         0.         0.     ]
0,[-668.17975 -663.55145 -649.00867 ...    0.         0.         0.     ]
0,[-708.79205 -688.73016 -631.8613  ...    0.         0.         0.     ]
0,[-681.9299  -676.14044 -641.2793  ...    0.         0.         0.     ]
0,[-672.65466 -671.35046 -663.9445  ...    0.         0.         0.     ]
0,[-670.7702  -667.90015 -662.0106  ...    0.         0.         0.     ]
0,[-698.15173 -695.1597  -678.67993 ...    0.         0.         0.     ]
0,[-575.1251 -545.6204 -536.8332 ...    0.        0.        0.    ]
0,[-580.3773  -549.51996 -544.9521  ...    0.         0.         0.     ]
0,[-594.4646  -559.57367 -551.97174 ...    0.         0.         0.     ]
0,[-600.77075 -567.5073  -561.4126  ...    0.         0.         0.     ]
0,[-560.1868  -527.55286 -518.3186  ...    0.         0.         0.     ]
0,[-544.6965  -504.12573 -452.3257  ...    0.         0.         0.     ]
0,[-573.5812  -502.97623 -383.9992  ...    0.         0.         0.     ]
0,[-588.1539  -543.7567  -409.29337 ...    0.         0.         0.     ]
0,[-591.4762  -555.4877  -414.19012 ...    0.         0.         0.     ]
0,[-605.39954 -598.0078  -513.6753  ...    0.         0.         0.     ]
0,[-602.7598 -581.7514 -510.2327 ...    0.        0.        0.    ]
0,[-577.58484 -539.32745 -411.10135 ...    0.         0.         0.     ]
0,[-593.9533  -569.71484 -491.30984 ...    0.         0.         0.     ]
0,[-619.54614 -599.1613  -594.15985 ...    0.         0.         0.     ]
0,[-604.7147  -588.27466 -580.9973  ...    0.         0.         0.     ]
0,[-605.33234 -578.4867  -571.5849  ...    0.         0.         0.     ]
0,[-613.9448 -591.6821 -580.4929 ...    0.        0.        0.    ]
0,[-646.2516  -616.95404 -596.4322  ...    0.         0.         0.     ]
0,[-601.7272  -573.51654 -565.98804 ...    0.         0.         0.     ]
0,[-591.74286 -573.74817 -565.24445 ...    0.         0.         0.     ]
0,[-468.304   -437.44574 -425.75897 ...    0.         0.         0.     ]
0,[-472.4536  -433.8321  -425.45462 ...    0.         0.         0.     ]
0,[-479.8905  -437.58618 -420.2796  ...    0.         0.         0.     ]
0,[-470.99527 -432.90195 -423.05563 ...    0.         0.         0.     ]
0,[-475.78976 -436.10852 -422.69153 ...    0.         0.         0.     ]
0,[-459.34866 -428.69177 -418.57355 ...    0.         0.         0.     ]
0,[-636.14886 -636.14886 -636.14886 ...    0.         0.         0.     ]
0,[-656.5913 -656.5913 -656.5913 ...    0.        0.        0.    ]
0,[-651.9276 -651.9276 -651.9276 ...    0.        0.        0.    ]
0,[-626.53955 -626.53955 -626.53955 ...    0.         0.         0.     ]
0,[-638.1892 -638.1892 -638.1892 ...    0.        0.        0.    ]
0,[-644.75586 -644.75586 -644.75586 ...    0.         0.         0.     ]
0,[-423.9591  -389.68213 -400.81937 ...    0.         0.         0.     ]
0,[-551.33264 -547.1633  -550.21796 ...    0.         0.         0.     ]
0,[-519.28186 -514.6715  -524.2492  ...    0.         0.         0.     ]
0,[-500.1521  -501.31415 -521.1018  ...    0.         0.         0.     ]
0,[-574.3398 -570.6122 -567.5686 ...    0.        0.        0.    ]
1,[-604.4884 -604.4884 -604.4884 ...    0.        0.        0.    ]
1,[-674.8557 -666.4263 -661.1552 ...    0.        0.        0.    ]
1,[-679.30145 -679.30145 -679.30145 ...    0.         0.         0.     ]
1,[-438.11816 -404.36728 -401.57114 ...    0.         0.         0.     ]
1,[-697.25433 -689.9975  -642.0087  ...    0.         0.         0.     ]
1,[-517.3595 -517.3595 -503.2955 ...    0.        0.        0.    ]
1,[-494.32712 -452.0478  -426.9821  ...    0.         0.         0.     ]
1,[-591.5426 -591.5426 -591.5426 ...    0.        0.        0.    ]
1,[-443.95615 -418.88992 -429.7584  ...    0.         0.         0.     ]
1,[-633.7539 -633.7539 -633.5999 ...    0.        0.        0.    ]
1,[-633.7539 -633.7539 -633.5999 ...    0.        0.        0.    ]
1,[-663.34247 -663.34247 -663.34247 ...    0.         0.         0.     ]
1,[-591.5426 -591.5426 -591.5426 ...    0.        0.        0.    ]
1,[-588.64166 -588.64166 -581.3643  ...    0.         0.         0.     ]
1,[-632.8483  -632.39355 -628.24725 ...    0.         0.         0.     ]
1,[-538.9211 -538.9211 -538.9211 ...    0.        0.        0.    ]
1,[-479.42166 -442.9536  -435.09378 ...    0.         0.         0.     ]
1,[-754.9834 -754.0315 -752.899  ...    0.        0.        0.    ]
1,[-603.3005  -599.4383  -535.10376 ...    0.         0.         0.     ]
1,[-591.6623 -586.8848 -574.2127 ...    0.        0.        0.    ]
1,[-746.3056 -712.4157 -665.6673 ...    0.        0.        0.    ]
1,[-460.1471  -427.27924 -416.55875 ...    0.         0.         0.     ]
1,[-516.976 -516.976 -516.976 ...    0.       0.       0.   ]
1,[-668.82733 -668.82733 -668.82733 ...    0.         0.         0.     ]
1,[-597.98047 -485.59637 -408.00815 ...    0.         0.         0.     ]
1,[-595.4633 -587.5776 -596.2792 ...    0.        0.        0.    ]
1,[-573.9298 -573.9298 -573.9298 ...    0.        0.        0.    ]
1,[-557.0984  -535.3852  -441.66104 ...    0.         0.         0.     ]
1,[-512.7862  -501.65332 -500.36694 ...    0.         0.         0.     ]
1,[-584.0576  -547.56165 -475.25143 ...    0.         0.         0.     ]
1,[-657.77484 -598.4247  -598.8564  ...    0.         0.         0.     ]
1,[-660.39966 -660.39966 -660.39966 ...    0.         0.         0.     ]
1,[-679.54095 -679.54095 -679.54095 ...    0.         0.         0.     ]
1,[-683.351   -683.351   -683.33417 ...    0.         0.         0.     ]
1,[-607.1962 -607.1962 -607.1962 ...    0.        0.        0.    ]
1,[-768.61896 -768.61896 -768.61896 ...    0.         0.         0.     ]
1,[-447.36914 -411.2652  -393.31332 ...    0.         0.         0.     ]
1,[-811.2671 -807.3478 -808.7661 ...    0.        0.        0.    ]
1,[-658.54376 -617.0629  -631.1003  ...    0.         0.         0.     ]
1,[-597.95026 -597.95026 -597.95026 ...    0.         0.         0.     ]
1,[-727.6578  -600.70795 -510.5872  ...    0.         0.         0.     ]
1,[-655.8852  -625.49445 -604.8855  ...    0.         0.         0.     ]
1,[-618.29144 -487.2147  -442.1498  ...    0.         0.         0.     ]
1,[-668.0418  -668.0418  -654.72424 ...    0.         0.         0.     ]
1,[-593.3163 -593.3163 -593.3163 ...    0.        0.        0.    ]
1,[-329.97708 -294.58176 -285.109   ...    0.         0.         0.     ]
1,[-556.5255 -475.1936 -460.9517 ...    0.        0.        0.    ]
1,[-534.8151 -534.8151 -534.8151 ...    0.        0.        0.    ]
1,[-539.56177 -539.56177 -539.56177 ...    0.         0.         0.     ]
1,[-540.20245 -501.36108 -484.49304 ...    0.         0.         0.     ]
1,[-690.5403 -690.5403 -690.5403 ...    0.        0.        0.    ]
1,[-548.23346 -511.10193 -473.87747 ...    0.         0.         0.     ]
1,[-623.5155 -623.5155 -623.5155 ...    0.        0.        0.    ]
1,[-545.87054 -514.15576 -510.88464 ...    0.         0.         0.     ]
1,[-602.63586 -602.63586 -602.63586 ...    0.         0.         0.     ]
1,[-674.8557 -666.4263 -661.1552 ...    0.        0.        0.    ]
1,[-516.976 -516.976 -516.976 ...    0.       0.       0.   ]
1,[-572.9225 -572.9225 -572.9225 ...    0.        0.        0.    ]
1,[-555.7703 -555.7703 -555.7703 ...    0.        0.        0.    ]
1,[-604.1971  -596.14386 -601.075   ...    0.         0.         0.     ]
1,[-645.38416 -645.38416 -645.38416 ...    0.         0.         0.     ]
1,[-525.70465 -491.07248 -476.62872 ...    0.         0.         0.     ]
1,[-643.11597 -594.88763 -469.5966  ...    0.         0.         0.     ]
1,[-594.4185 -594.4185 -594.4185 ...    0.        0.        0.    ]
1,[-518.20795 -513.7572  -514.2567  ...    0.         0.         0.     ]
1,[-413.2485  -357.51636 -357.05762 ...    0.         0.         0.     ]
1,[-591.5426 -591.5426 -591.5426 ...    0.        0.        0.    ]
1,[-682.5914 -682.5914 -682.431  ...    0.        0.        0.    ]
1,[-654.875 -654.875 -654.875 ...    0.       0.       0.   ]
1,[-645.0585 -645.0585 -645.0585 ...    0.        0.        0.    ]
1,[-683.99475 -683.99475 -683.86487 ...    0.         0.         0.     ]
1,[-715.8496  -715.8496  -715.47736 ...    0.         0.         0.     ]
1,[-694.4716  -694.4716  -694.26263 ...    0.         0.         0.     ]
1,[-708.13806 -708.13806 -707.8994  ...    0.         0.         0.     ]
1,[-691.8601 -691.8601 -691.6755 ...    0.        0.        0.    ]
1,[-673.746 -673.746 -673.746 ...    0.       0.       0.   ]
1,[-718.353  -718.353  -717.9804 ...    0.        0.        0.    ]
1,[-673.5207  -673.5207  -673.52026 ...    0.         0.         0.     ]
1,[-658.2474 -658.2474 -658.2474 ...    0.        0.        0.    ]
1,[-729.00195 -729.00195 -728.54926 ...    0.         0.         0.     ]
1,[-669.989   -669.989   -669.45514 ...    0.         0.         0.     ]
1,[-681.63055 -676.4973  -648.9181  ...    0.         0.         0.     ]
1,[-690.8515  -690.8515  -690.73785 ...    0.         0.         0.     ]
1,[-712.263  -712.263  -712.0274 ...    0.        0.        0.    ]
1,[-703.6477 -703.6477 -703.3651 ...    0.        0.        0.    ]
1,[-685.3642 -685.3642 -685.2694 ...    0.        0.        0.    ]
1,[-655.49524 -655.49524 -655.49524 ...    0.         0.         0.     ]
1,[-644.6223 -644.6223 -644.6223 ...    0.        0.        0.    ]
1,[-734.84216 -734.84216 -734.31366 ...    0.         0.         0.     ]
1,[-688.36755 -688.36755 -688.20123 ...    0.         0.         0.     ]
1,[-640.98584 -640.98584 -640.98584 ...    0.         0.         0.     ]
1,[-685.5666 -685.5666 -685.4176 ...    0.        0.        0.    ]
1,[-685.1155  -685.1155  -685.05334 ...    0.         0.         0.     ]
1,[-689.91327 -689.91327 -689.8383  ...    0.         0.         0.     ]
1,[-691.89404 -691.89404 -691.7736  ...    0.         0.         0.     ]
1,[-708.66394 -708.66394 -708.3771  ...    0.         0.         0.     ]
1,[-662.7639 -662.7639 -662.7639 ...    0.        0.        0.    ]
1,[-692.1977 -692.1977 -692.0303 ...    0.        0.        0.    ]
1,[-710.019  -710.019  -709.7205 ...    0.        0.        0.    ]
1,[-618.33075 -618.33075 -618.33075 ...    0.         0.         0.     ]
1,[-708.3668  -708.3668  -708.08154 ...    0.         0.         0.     ]
1,[-679.11865 -679.11865 -679.08405 ...    0.         0.         0.     ]
1,[-715.47375 -715.47375 -714.7031  ...    0.         0.         0.     ]
1,[-730.6488  -730.6488  -730.16595 ...    0.         0.         0.     ]
1,[-703.0381  -703.0381  -702.78845 ...    0.         0.         0.     ]
1,[-690.08167 -690.08167 -689.9144  ...    0.         0.         0.     ]
1,[-664.963 -664.963 -664.963 ...    0.       0.       0.   ]
1,[-660.9559 -660.9559 -660.9559 ...    0.        0.        0.    ]
1,[-701.5582  -701.5582  -701.31274 ...    0.         0.         0.     ]
1,[-731.706   -731.706   -725.15216 ...    0.         0.         0.     ]
1,[-683.91675 -683.91675 -683.8104  ...    0.         0.         0.     ]
1,[-690.87604 -690.87604 -690.5627  ...    0.         0.         0.     ]
1,[-672.61523 -672.61523 -670.8953  ...    0.         0.         0.     ]
1,[-708.61755 -708.61755 -708.3108  ...    0.         0.         0.     ]
1,[-690.63544 -690.63544 -690.5133  ...    0.         0.         0.     ]
1,[-455.2573  -424.93466 -417.04636 ...    0.         0.         0.     ]
1,[-462.93958 -430.53516 -421.98682 ...    0.         0.         0.     ]
1,[-482.45526 -443.72256 -426.41547 ...    0.         0.         0.     ]
1,[-434.58496 -406.36365 -404.44876 ...    0.         0.         0.     ]
1,[-441.57477 -403.47968 -396.70105 ...    0.         0.         0.     ]
1,[-478.00797 -445.35486 -429.04602 ...    0.         0.         0.     ]
1,[-428.29816 -394.52728 -386.80734 ...    0.         0.         0.     ]
1,[-438.04077 -409.40222 -410.23193 ...    0.         0.         0.     ]
1,[-421.87057 -402.75833 -409.43713 ...    0.         0.         0.     ]
1,[-459.71555 -430.0108  -429.627   ...    0.         0.         0.     ]
1,[-441.3118  -408.71417 -397.8381  ...    0.         0.         0.     ]
1,[-277.3621  -298.1131  -385.65247 ...    0.         0.         0.     ]
1,[-451.6377  -417.35562 -405.79318 ...    0.         0.         0.     ]
1,[-463.35956 -427.7535  -415.90887 ...    0.         0.         0.     ]
1,[-444.41812 -407.40112 -396.03262 ...    0.         0.         0.     ]
1,[-433.20215 -396.1482  -389.90463 ...    0.         0.         0.     ]
1,[-400.38065 -370.74036 -359.55603 ...    0.         0.         0.     ]
1,[-469.9226  -438.79535 -432.05383 ...    0.         0.         0.     ]
1,[-443.80634 -415.7623  -417.06534 ...    0.         0.         0.     ]
1,[-439.46725 -402.2425  -405.36526 ...    0.         0.         0.     ]
1,[-443.23755 -411.08118 -415.16577 ...    0.         0.         0.     ]
1,[-420.88657 -388.1953  -383.74194 ...    0.         0.         0.     ]
1,[-416.5603  -393.93655 -392.96234 ...    0.         0.         0.     ]
1,[-370.20944 -335.48022 -340.01926 ...    0.         0.         0.     ]
1,[-460.11917 -430.7757  -423.35803 ...    0.         0.         0.     ]
1,[-415.22516 -392.95508 -389.9589  ...    0.         0.         0.     ]
1,[-445.56168 -420.73672 -416.99316 ...    0.         0.         0.     ]
1,[-459.87814 -429.47525 -425.95764 ...    0.         0.         0.     ]
1,[-421.78436 -393.85144 -389.1126  ...    0.         0.         0.     ]
1,[-459.6773  -419.3479  -393.12488 ...    0.         0.         0.     ]
1,[-403.45853 -346.04547 -356.89368 ...    0.         0.         0.     ]
1,[-441.39224 -421.1245  -427.67624 ...    0.         0.         0.     ]
1,[-394.20157 -381.14514 -332.34552 ...    0.         0.         0.     ]
1,[-421.80334 -383.83234 -374.99158 ...    0.         0.         0.     ]
1,[-428.96143 -399.10583 -391.9423  ...    0.         0.         0.     ]
1,[-439.0581  -406.93265 -400.3152  ...    0.         0.         0.     ]
1,[-463.17514 -430.90976 -401.18405 ...    0.         0.         0.     ]
1,[-457.8474  -420.224   -405.16528 ...    0.         0.         0.     ]
1,[-420.68826 -401.23535 -410.54318 ...    0.         0.         0.     ]
1,[-412.1266  -375.12274 -359.369   ...    0.         0.         0.     ]
1,[-473.76974 -435.7005  -421.92203 ...    0.         0.         0.     ]
1,[-446.41837 -414.04742 -406.53284 ...    0.         0.         0.     ]
